set,slot_utc,robust,entry,entry_delay,spread,hour,r5,dOI,imb,liq,rng24,d_hi,d_lo,atr,mfe,t_mfe,mae,t_mae,fp0.5,fp1.0,n1,n5,n15,n30,n60
upside_buy,2026-08-13T06:50:00,0,63846.44,30.174,7.0,6.0,0.0017,0.0002,-0.1551,0.0,25.035,0.32,3.4696,45.0286,34.47,4.4908,62.25,59.0049,fav,adv,-11.62,1.18,-39.89,-29.13,-56.37
upside_buy,2026-08-13T12:05:00,0,63474.78,30.693,7.0,12.0,0.0012,0.0008,-0.1287,0.0,23.605,1.4984,3.1609,62.0929,263.48,56.8568,83.2,21.4507,fav,fav,-20.38,0.91,15.16,-9.51,216.85
upside_buy,2026-08-13T13:30:00,0,63660.35,30.095,7.0,13.0,0.0022,0.0014,-0.2272,0.0,22.97,0.9171,2.2939,88.7707,247.11,59.805,56.92,11.0504,fav,fav,-14.73,90.98,62.43,-24.45,226.31
upside_buy,2026-08-13T14:30:00,0,63898.66,30.809,7.0,14.0,0.0019,0.0017,0.1751,2.4039,22.97,0.1065,2.5254,115.5179,42.18,2.8377,379.81,53.6277,adv,adv,-13.87,-23.37,-42.27,-111.01,-283.21
upside_buy,2026-08-13T16:45:00,0,63137.18,30.726,7.0,16.0,0.0032,0.0052,0.0615,0.008,22.91,3.0654,2.2901,159.89,95.84,55.7059,154.16,4.3612,adv,neither,17.6,-122.33,-100.56,-90.34,29.91
upside_buy,2026-08-13T18:00:00,0,63200.3,31.186,7.0,18.0,0.0021,0.0026,0.3724,0.0,23.835,0.3753,1.9426,96.5179,101.64,48.6949,168.64,26.2485,adv,adv,-37.8,-72.52,-47.16,-147.78,60.24
upside_buy,2026-08-13T19:05:00,0,63390.0,30.997,7.0,19.0,0.0027,0.001,0.4891,6.3749,24.22,0.5839,4.0038,88.6257,20.05,1.3978,100.01,53.2896,adv,adv,-14.39,-74.48,-59.13,-42.58,-23.69
upside_buy,2026-08-13T22:00:00,0,63479.27,30.421,7.0,22.0,0.0013,-0.0005,-0.3492,0.7031,23.375,0.5583,2.7252,46.2493,103.27,17.6077,98.38,59.2244,adv,fav,-33.96,26.06,27.03,57.29,-90.12
upside_buy,2026-08-13T23:55:00,0,63449.11,30.667,7.0,0.0,0.0013,-0.0008,0.4405,0.0,22.935,0.6982,2.9702,41.2364,49.31,23.9921,115.6,29.769,adv,adv,-31.41,-15.49,-15.82,-83.26,6.08
upside_buy,2026-08-14T01:20:00,0,63492.63,30.862,7.0,1.0,0.0011,0.0008,-0.3664,0.0,23.245,0.6383,2.1914,71.0136,63.68,43.3976,94.25,6.201,adv,adv,-30.23,-72.55,-23.85,-23.85,-81.02
upside_buy,2026-08-14T03:15:00,0,63501.9,30.023,7.0,3.0,0.0012,0.001,-0.4922,0.0,22.88,0.2043,2.5467,57.8114,4.23,1.954,305.64,40.0778,adv,adv,-24.42,-43.56,-171.06,-231.73,-154.74
upside_buy,2026-08-14T07:40:00,0,62953.31,30.108,7.0,7.0,0.001,0.0017,0.1049,0.0,23.31,2.5947,1.0848,75.0657,5.53,1.6188,336.1,48.2788,adv,adv,0.31,-14.19,-84.99,-88.55,-214.03
upside_buy,2026-08-14T12:20:00,0,62808.22,30.806,7.0,12.0,0.0011,-0.0008,0.2669,0.0372,24.98,0.9754,1.9002,61.8793,36.6,6.5357,296.81,43.7523,adv,adv,-4.51,-7.09,-72.83,-102.89,-168.03
upside_buy,2026-08-14T13:20:00,0,62652.22,30.26,7.0,13.0,0.0013,0.0019,-0.3008,0.0,25.14,2.2251,1.558,88.1307,94.86,5.0111,163.5,56.0827,fav,fav,20.77,86.61,-68.4,-117.6,-111.6
upside_buy,2026-08-14T14:30:00,0,62675.92,30.583,7.0,14.0,0.001,,0.0211,0.0014,25.08,0.1764,1.6489,111.4057,181.65,59.8633,229.88,21.8812,adv,adv,3.24,9.75,-19.04,-102.52,164.04
upside_buy,2026-08-14T15:35:00,0,62905.01,30.466,7.0,15.0,0.0018,-0.0031,-0.4798,7.0379,25.045,0.5512,5.0162,90.8,248.49,56.5353,37.76,10.6796,fav,fav,-3.1,10.81,65.8,46.94,223.83
upside_buy,2026-08-14T17:10:00,0,63109.16,30.086,7.0,17.0,0.001,-0.0014,0.4276,0.0136,24.27,0.7273,2.3207,65.7771,76.15,8.5458,225.63,46.1693,fav,fav,-15.44,24.85,9.9,-75.28,-178.57
upside_buy,2026-08-14T19:25:00,0,62831.68,30.957,7.0,19.0,0.0009,0.0004,-0.3014,0.0,23.885,2.3994,1.4622,62.1443,122.84,39.9588,23.38,1.3993,fav,fav,-15.41,13.7,74.0,58.02,42.18
upside_buy,2026-08-15T07:10:00,0,63064.62,30.012,7.0,7.0,0.0009,-0.002,-0.0941,1.0,20.575,0.2612,2.9953,35.4121,-6.0,0.0711,97.27,40.3585,adv,adv,-22.5,-38.59,-67.19,-58.95,-78.5
upside_buy,2026-08-15T12:55:00,0,62970.65,30.843,7.0,13.0,0.0014,0.0005,-0.2252,0.0,15.67,0.7065,3.5674,25.5757,44.57,6.1792,26.22,2.7819,adv,adv,-16.73,22.45,28.15,-16.31,-6.07
upside_buy,2026-08-16T01:40:00,0,63005.59,30.611,7.0,1.0,0.001,-0.0007,0.8552,0.0,9.24,0.8152,2.3715,26.6329,79.94,59.2514,56.5,28.6238,adv,adv,-8.79,-10.36,-3.55,-50.79,46.53
upside_buy,2026-08-16T16:10:00,0,63132.36,30.276,7.0,16.0,0.0009,0.0008,-0.4607,0.0,8.1,0.7473,4.141,24.0064,196.35,14.7887,13.22,36.502,fav,fav,61.09,84.52,155.74,87.44,17.64
upside_buy,2026-08-16T22:55:00,0,62861.49,31.02,7.0,23.0,0.0014,0.0015,-0.4576,0.0,8.62,0.5158,2.9996,73.3043,61.97,1.9232,109.28,27.6544,fav,adv,6.75,-18.2,-44.46,-89.35,-39.55
upside_buy,2026-08-17T00:25:00,0,62775.19,30.695,7.0,0.0,0.0013,-0.001,0.3576,0.0139,9.11,1.5998,1.3722,61.1579,366.16,59.9454,99.53,6.3228,adv,adv,-71.76,-71.31,66.51,79.91,357.89
upside_buy,2026-08-17T01:30:00,0,63146.57,30.936,7.0,1.0,0.0012,0.0003,0.2047,11.6899,9.35,0.3182,4.4423,105.2186,157.3,57.8257,181.79,32.6592,adv,adv,-28.5,-37.07,-17.76,-167.19,56.85
upside_buy,2026-08-17T02:30:00,0,63215.42,30.977,7.0,2.0,0.0017,-0.0005,-0.0348,1.5853,9.8,1.0845,2.915,84.7836,216.04,18.3007,45.95,1.9166,adv,fav,-4.5,-29.39,13.44,91.98,64.06
upside_buy,2026-08-17T03:50:00,0,63437.12,30.802,7.0,3.0,0.0017,-0.0009,0.2211,0.0,10.75,0.0044,2.4771,65.9693,89.1,56.535,80.01,3.4441,adv,adv,-3.56,-67.14,-14.86,-14.75,33.35
upside_buy,2026-08-17T06:05:00,0,63559.33,30.858,7.0,6.0,0.0011,0.0018,0.1806,0.1546,12.41,0.0286,3.4055,53.22,97.68,38.011,67.36,14.0271,adv,adv,-40.55,-46.36,-65.11,-31.21,-26.27
upside_buy,2026-08-17T10:25:00,0,63392.6,30.527,7.0,10.0,0.0019,0.0004,-0.5474,0.0,14.7,0.2242,4.0752,43.095,254.36,32.714,22.29,3.0142,fav,fav,-2.73,12.06,169.1,194.67,197.26
upside_buy,2026-08-17T13:45:00,0,63659.71,30.163,7.0,13.0,0.001,-0.0008,0.1308,0.005,17.505,0.8139,3.421,87.3486,31.66,59.6055,152.43,16.5757,adv,adv,-60.51,-109.21,-120.65,-66.28,14.13
upside_buy,2026-08-17T14:45:00,0,63685.84,30.546,7.0,14.0,0.0022,-0.0001,-0.0914,0.4948,18.905,0.09,1.7445,100.3471,428.06,58.931,20.93,0.3589,fav,fav,5.59,36.46,165.5,73.55,421.74
upside_buy,2026-08-17T15:45:00,0,64119.58,30.623,7.0,15.0,0.0014,0.001,-0.0767,5.2202,20.16,-0.0194,4.0456,112.5421,54.89,3.3776,129.4,30.5772,adv,adv,-1.43,-12.81,-31.45,-86.71,-63.11
upside_buy,2026-08-17T17:15:00,0,64242.5,30.468,7.0,17.0,0.0042,-0.0009,0.1439,3.4828,21.01,0.1515,3.7584,86.065,181.79,57.5607,231.68,15.6127,fav,fav,64.91,-63.71,-186.08,-11.09,93.75
upside_buy,2026-08-17T18:20:00,0,64509.0,30.807,7.0,18.0,0.0022,0.0006,-0.3678,22.6665,22.01,0.5673,3.803,130.0771,9.91,1.6088,251.06,38.3582,adv,adv,-40.33,-85.58,-119.94,-117.51,-201.48
upside_buy,2026-08-17T20:20:00,0,64325.44,30.48,7.0,20.0,0.001,0.0006,0.4546,0.0,23.455,0.8435,2.1996,53.1107,69.75,3.6368,55.27,26.777,adv,fav,-22.91,24.2,-9.69,16.81,-45.13
upside_buy,2026-08-17T23:25:00,0,64408.38,30.365,7.0,23.0,0.0011,0.001,-0.4781,0.0,22.545,0.8312,4.7988,39.6186,114.89,28.2261,50.39,40.1832,fav,fav,29.52,39.5,8.55,80.98,-13.88
upside_buy,2026-08-18T03:35:00,0,64079.54,30.059,7.0,3.0,0.0009,0.0006,0.0456,0.0,21.63,1.1536,1.8372,60.4007,106.77,56.2615,65.43,23.0345,fav,adv,-10.06,7.89,24.58,-27.37,65.96
upside_buy,2026-08-18T05:05:00,0,64205.37,30.917,7.0,5.0,0.001,-0.0001,0.2386,0.0,21.425,0.1899,3.247,48.035,-6.38,0.5827,130.17,28.1706,adv,adv,-32.09,-29.83,-53.36,-102.88,-78.48
upside_buy,2026-08-18T08:15:00,0,64181.65,30.503,7.0,8.0,0.0013,0.0006,0.2697,0.3914,21.93,2.025,3.036,52.5336,92.07,18.7325,66.25,59.8826,adv,fav,-13.36,-26.29,14.47,6.45,-66.25
upside_buy,2026-08-18T11:00:00,0,64206.4,30.048,7.0,11.0,0.0014,0.0003,-0.3986,0.0,21.535,1.4161,3.3906,43.3021,127.54,40.9959,14.43,0.6451,fav,fav,-8.95,22.46,53.09,95.53,77.64
upside_buy,2026-08-18T13:55:00,0,64170.99,30.792,7.0,14.0,0.0014,-0.0014,0.1607,0.0,21.14,0.7069,2.4679,85.1871,842.73,30.5569,7.61,0.0507,fav,fav,1.45,113.59,27.86,768.73,525.29
upside_buy,2026-08-18T15:00:00,0,64716.56,30.039,7.0,15.0,0.0012,0.0015,0.0742,0.2231,21.215,1.9468,3.4521,154.4357,134.5,43.0041,123.23,5.3629,adv,neither,32.16,-103.82,2.0,64.3,92.52
upside_buy,2026-08-19T01:05:00,0,64501.12,30.565,7.0,1.0,0.0015,,0.6355,0.0,18.815,1.9161,1.5918,68.92,-4.31,0.1483,196.61,57.3149,adv,adv,-39.4,-41.29,-82.51,-86.63,-197.58
upside_buy,2026-08-19T06:15:00,0,64214.98,30.972,7.0,6.0,0.0011,-0.0002,0.046,0.0,18.4,2.1866,2.4316,46.295,101.73,54.2771,18.64,27.2053,fav,fav,-2.09,3.08,-5.78,47.02,44.76
upside_buy,2026-08-19T08:30:00,0,64320.34,31.106,7.0,8.0,0.0015,,0.0832,0.0,18.12,0.5989,3.0251,43.215,126.34,3.69,11.93,0.9303,fav,fav,-7.87,66.46,81.7,72.35,16.85
upside_buy,2026-08-19T12:35:00,0,64660.92,30.01,7.0,12.0,0.0009,,-0.2535,2.0649,18.275,0.984,4.3218,59.7486,505.7,51.6561,7.0,0.0,fav,fav,36.86,196.81,122.43,188.12,130.33
upside_buy,2026-08-19T13:40:00,0,64972.39,30.999,7.0,13.0,0.0034,,0.3577,0.2836,18.525,1.2637,1.5313,156.4729,513.17,53.0672,46.92,7.5204,fav,fav,74.31,89.63,20.38,359.62,448.01
upside_buy,2026-08-19T14:45:00,0,65540.86,30.578,7.0,14.0,0.001,0.0085,0.2666,5.0184,18.525,0.0068,3.9796,153.7557,4844.06,37.4938,40.98,0.1185,fav,fav,-22.8,244.59,670.21,1164.64,2901.49
upside_buy,2026-08-19T15:55:00,0,68605.16,30.216,7.0,16.0,0.0042,,0.0697,0.3321,18.735,2.9249,4.5261,609.6786,380.24,5.0376,222.08,57.9049,fav,neither,-60.61,185.38,-62.03,194.7,-148.75
upside_buy,2026-08-19T17:35:00,0,68006.82,30.566,7.0,17.0,0.0012,0.0011,-0.1078,0.005,19.38,3.6778,1.1496,184.2314,298.13,40.6523,38.71,1.2575,fav,fav,-36.93,9.76,169.1,39.29,283.63
upside_buy,2026-08-19T19:15:00,0,68301.24,30.133,7.0,19.0,0.0029,-0.0009,0.261,0.8003,21.05,1.09,1.6047,135.4171,394.68,52.8821,199.52,10.2787,adv,adv,39.02,3.28,-109.67,66.26,257.53
upside_buy,2026-08-19T20:20:00,0,68796.35,30.495,7.0,20.0,0.0027,-0.0002,0.3369,12.1593,22.69,0.0206,4.5314,152.5214,1112.09,41.9849,204.13,20.9454,adv,adv,-86.19,-85.8,-83.51,236.01,771.81
upside_buy,2026-08-19T21:30:00,0,69775.19,30.194,7.0,21.0,0.0022,,0.0188,0.6052,25.055,0.4285,3.6961,319.1086,280.5,12.0433,830.82,58.4748,adv,adv,-77.11,-314.12,7.88,-321.75,-764.77
upside_buy,2026-08-19T22:35:00,0,69386.01,30.234,7.0,22.0,0.0046,-0.0025,0.3464,0.0,27.075,2.5874,1.684,260.1786,58.18,0.3951,320.83,8.0496,adv,adv,-63.28,-120.76,-212.64,-114.71,-109.36
upside_buy,2026-08-19T23:55:00,0,69345.82,30.432,7.0,0.0,0.0016,0.003,0.481,0.0,29.79,0.614,1.6652,135.0514,414.41,21.5081,27.62,0.3483,fav,fav,16.1,143.21,184.72,216.2,75.63
upside_buy,2026-08-20T01:30:00,0,69535.98,30.133,7.0,1.0,0.0037,0.0009,0.0668,0.0,35.225,0.8942,1.8165,167.7121,316.98,15.2098,199.19,59.8661,fav,fav,-39.9,10.23,294.83,175.2,-180.26
upside_buy,2026-08-20T03:15:00,0,69138.94,30.897,7.0,3.0,0.002,0.0003,0.1979,0.0,40.455,3.6659,2.406,122.31,195.3,50.2144,260.45,6.5248,adv,adv,-56.73,-179.52,-111.86,26.0,136.29
upside_buy,2026-08-20T04:50:00,0,69452.32,30.304,7.0,4.0,0.0019,0.0003,0.0528,2.6722,44.08,1.243,3.3206,107.2793,174.04,30.774,131.94,56.8856,fav,fav,0.25,-9.54,19.02,140.9,-132.92
upside_buy,2026-08-20T06:15:00,0,69475.1,30.472,7.0,6.0,0.0016,-0.0001,0.3333,0.0,44.885,1.5547,1.8337,99.5457,502.85,50.2531,30.7,0.0623,fav,fav,46.69,128.67,210.54,338.67,141.61
upside_buy,2026-08-20T07:50:00,0,69750.42,30.071,7.0,7.0,0.0019,0.0023,-0.3068,0.0,47.935,1.7042,2.1839,135.5629,2015.47,58.7171,70.44,2.3561,adv,fav,-64.04,-2.52,913.16,1405.85,1974.07
upside_buy,2026-08-20T08:50:00,0,71736.49,30.55,7.0,8.0,0.0022,0.0014,-0.0862,5.0932,51.535,0.0919,5.7352,357.9679,271.86,26.1642,316.19,5.5345,adv,neither,-102.32,-232.76,150.42,158.14,-98.34
upside_buy,2026-08-20T10:10:00,0,72318.01,30.007,7.0,10.0,0.004,0.0006,-0.0876,0.0795,56.715,0.0557,2.8761,242.9193,121.41,4.6639,625.47,27.5258,adv,adv,-96.65,0.12,-398.4,-527.08,-406.15
upside_buy,2026-08-20T11:30:00,0,72275.38,30.51,7.0,11.0,0.0049,0.0,0.1146,4.7041,59.94,-0.0028,3.2085,180.5629,-2.11,4.7174,840.49,33.7627,adv,adv,-104.77,-72.4,-182.69,-514.56,-629.45
upside_buy,2026-08-20T12:50:00,0,71830.98,30.598,7.0,12.0,0.0039,0.0028,-0.0518,0.0,63.315,0.627,1.9248,213.9536,216.14,13.5005,768.71,41.6526,fav,fav,22.1,24.29,118.01,27.15,-115.36
upside_buy,2026-08-20T13:50:00,0,71718.08,30.46,7.0,13.0,0.0014,0.0031,0.0673,1.5206,64.2,1.3333,2.6154,249.4121,218.71,17.6766,421.37,34.1143,adv,adv,-28.72,-103.41,71.22,-119.93,-10.68
upside_buy,2026-08-20T14:50:00,0,71723.34,30.129,7.0,14.0,0.0026,0.0026,-0.1146,0.0,65.73,0.9241,1.8023,234.7664,1080.41,36.8135,117.99,1.127,adv,fav,-80.58,41.32,444.08,361.52,701.2
upside_buy,2026-08-20T15:50:00,0,72437.1,30.035,7.0,15.0,0.0019,0.0005,0.0527,1.363,65.635,1.1601,2.5958,319.0707,269.31,50.8374,279.98,22.0269,adv,neither,31.85,-112.98,-39.47,-146.33,162.18
upside_buy,2026-08-20T16:55:00,0,72738.11,30.035,7.0,17.0,0.0025,0.0031,0.0529,8.2983,65.5,0.8109,2.9852,193.4493,219.43,52.2943,230.54,10.4218,fav,adv,17.62,-5.88,-97.14,59.73,44.35
upside_buy,2026-08-20T19:20:00,0,72620.76,30.084,7.0,19.0,0.0014,0.0002,-0.153,0.0,66.555,0.7089,2.2626,144.7379,172.88,59.1441,98.69,2.5853,adv,fav,-34.05,-30.33,80.17,20.95,163.04
upside_buy,2026-08-20T21:30:00,0,72785.06,30.404,7.0,21.0,0.002,0.0007,0.2566,0.0,64.755,2.2184,1.8639,132.8036,33.37,0.9956,310.54,28.5008,adv,adv,27.68,-3.5,-74.88,-215.71,-28.3
upside_buy,2026-08-20T22:50:00,0,72791.23,30.329,7.0,22.0,0.0017,0.0014,-0.1556,0.0,62.645,0.6774,2.745,114.1029,616.34,30.8916,156.81,5.7165,adv,adv,-36.03,-132.53,65.27,359.0,258.05
upside_buy,2026-08-21T00:05:00,0,73314.24,30.552,7.0,0.0,0.0025,0.0033,-0.3819,0.0,62.805,0.591,3.1277,163.8514,663.84,21.6862,64.99,3.5494,fav,fav,-23.58,90.2,481.27,262.25,615.41
upside_buy,2026-08-21T01:15:00,0,74599.95,30.24,7.0,1.0,0.009,0.0002,-0.1138,129.6077,63.665,0.9236,3.6407,301.0193,1164.66,27.775,363.01,2.4626,adv,adv,-230.72,-12.14,101.81,817.21,55.06
upside_buy,2026-08-21T03:20:00,0,74507.64,30.34,7.0,3.0,0.0017,0.004,-0.1123,0.0,67.885,2.6802,1.4165,211.6607,414.34,57.9691,114.7,12.757,fav,fav,-4.63,83.03,-1.65,156.2,262.1
upside_buy,2026-08-21T04:30:00,0,74935.27,30.267,7.0,4.0,0.002,0.0004,0.1532,0.4341,69.175,0.1768,2.9545,182.3736,543.05,42.9018,125.15,6.7066,adv,fav,7.33,-87.1,42.15,68.34,205.28
upside_buy,2026-08-21T06:30:00,0,75536.63,30.447,7.0,6.0,0.004,0.0002,-0.3325,4.6018,72.66,0.4947,2.3817,198.35,1342.18,41.1356,296.25,9.7423,fav,adv,-23.77,133.69,-27.47,152.5,836.41
upside_buy,2026-08-21T07:35:00,0,76461.69,30.169,7.0,7.0,0.002,0.0026,-0.0431,0.7029,75.085,1.331,3.8536,316.0164,1200.2,57.8088,288.21,19.039,fav,fav,30.47,135.36,-118.87,192.62,1030.11
upside_buy,2026-08-21T08:45:00,0,78193.18,30.387,7.0,8.0,0.0037,0.0025,-0.0805,19.4675,76.815,0.0936,5.4135,372.44,1323.06,8.7238,966.11,16.7255,fav,fav,110.06,424.89,-344.0,-640.27,-56.3
upside_buy,2026-08-21T10:10:00,0,78043.8,30.134,7.0,10.0,0.0032,0.002,-0.0491,0.9875,79.11,0.8015,1.5358,395.7121,191.7,1.3478,747.02,57.9703,adv,adv,119.22,65.58,-143.38,-175.73,-571.24
upside_buy,2026-08-21T11:20:00,0,77398.42,30.314,7.0,11.0,0.0028,-0.0035,0.0642,1.0904,80.56,2.3516,0.7995,259.6307,103.41,0.9853,1007.63,9.2307,adv,adv,93.62,-92.9,-415.2,-468.28,-722.94
upside_buy,2026-08-21T12:35:00,0,77215.52,30.004,7.0,12.0,0.0069,0.0033,-0.0931,8.5767,82.375,0.1094,1.9252,372.0764,248.44,4.7731,1016.63,55.5031,fav,adv,92.38,188.32,-16.63,-64.57,-222.15
upside_buy,2026-08-21T13:35:00,0,77005.37,30.164,7.0,13.0,0.0051,-0.011,0.1246,41.7775,83.83,1.4244,2.4752,324.4071,699.45,10.6496,492.25,38.8586,fav,fav,95.03,335.59,343.74,7.62,-131.94
upside_buy,2026-08-21T14:40:00,0,77170.28,30.214,7.0,14.0,0.0036,0.0011,0.1331,0.0,86.035,1.2835,1.5593,419.195,691.93,29.8446,39.57,0.291,fav,fav,48.74,201.73,125.99,663.47,338.73
upside_buy,2026-08-21T16:15:00,0,77044.17,30.505,7.0,16.0,0.0038,0.0018,0.109,1.8658,86.115,3.0984,1.2202,248.8357,650.98,48.3428,16.24,2.1738,fav,fav,72.33,53.96,244.78,454.09,200.25
upside_buy,2026-08-21T17:25:00,0,77518.16,30.715,7.0,17.0,0.0044,0.0027,0.1674,0.0,86.005,0.9329,1.9028,193.4736,111.82,2.3629,294.04,47.8535,fav,adv,7.32,29.93,-218.64,-154.26,-186.83
upside_buy,2026-08-21T18:55:00,0,77133.29,30.144,7.0,19.0,0.0038,0.0028,0.2163,0.574,86.7,2.0094,2.8039,197.8979,207.56,29.6779,317.22,6.316,adv,adv,-111.17,-232.69,-75.23,160.25,-295.33
upside_buy,2026-08-21T21:10:00,0,77570.64,30.554,7.0,21.0,0.0033,,-0.2157,14.0452,89.885,1.3518,1.8548,170.1114,1186.55,51.738,14.91,4.9261,fav,fav,54.05,9.63,651.11,753.57,1073.24
upside_buy,2026-08-21T22:50:00,0,78539.22,30.576,7.0,22.0,0.0031,-0.0003,0.3433,0.0599,95.475,0.713,1.5326,310.6014,181.56,26.7811,432.84,55.6762,adv,adv,-14.7,-163.16,-31.16,103.48,-274.02
upside_buy,2026-08-22T02:25:00,0,78402.59,30.667,7.0,2.0,0.0023,0.0027,-0.0624,2.3082,92.25,0.4853,3.7755,166.4079,387.99,58.9947,260.22,4.8917,fav,adv,45.04,-194.92,3.99,27.54,334.23
upside_buy,2026-08-22T04:20:00,0,78509.11,30.888,7.0,4.0,0.0029,-0.0017,0.0982,0.0073,92.27,1.8477,1.8042,180.1121,301.52,17.3138,1992.65,46.0348,fav,fav,24.14,30.88,153.96,-29.79,-1420.7
upside_buy,2026-08-22T05:25:00,0,77212.46,30.67,7.0,5.0,0.0031,,0.3886,0.093,92.905,4.2706,1.8465,375.0429,347.94,5.6837,323.55,1.1362,adv,neither,-234.26,136.94,-110.5,166.53,10.77
upside_buy,2026-08-22T06:35:00,0,77525.69,30.687,7.0,6.0,0.0053,0.0029,0.2455,0.1195,94.145,0.1079,2.0503,274.8086,143.55,24.6134,330.62,38.0234,adv,adv,-0.65,-69.01,-133.21,-123.5,-194.24
upside_buy,2026-08-23T04:10:00,0,77009.98,30.428,7.0,4.0,0.0024,0.0029,0.2506,0.0,45.515,1.1504,3.161,109.9107,14.64,0.1604,1227.47,59.3925,adv,adv,-41.64,-232.58,-69.66,-211.15,-980.09
upside_buy,2026-08-23T05:20:00,0,76316.54,30.949,7.0,5.0,0.0029,0.0048,0.1285,5.8092,44.73,2.693,2.9759,251.8943,15.17,4.7952,468.53,43.1409,adv,adv,-119.19,-27.91,-155.63,-209.89,-108.69
upside_buy,2026-08-23T08:05:00,0,76254.22,30.006,7.0,8.0,0.0023,0.0015,-0.1739,0.0059,43.35,0.7482,3.3312,114.3129,401.21,30.7403,98.9,1.003,adv,fav,-95.6,-52.66,-62.3,148.91,321.34
upside_buy,2026-08-23T11:20:00,0,77264.52,30.738,7.0,11.0,0.004,0.0011,-0.1031,25.4064,40.37,0.3,3.9918,137.3529,128.95,28.8346,278.31,46.3742,adv,adv,-66.83,-148.17,62.59,40.24,-197.83
upside_buy,2026-08-23T13:15:00,0,77595.72,30.041,7.0,13.0,0.0042,-0.0,-0.2438,17.0622,39.88,1.5821,5.5811,107.505,43.02,4.4179,288.28,47.2194,adv,adv,-190.51,-69.4,-219.19,-147.31,-113.14
upside_buy,2026-08-23T15:20:00,0,77193.55,30.063,7.0,15.0,0.0025,0.0007,0.2134,0.0,40.825,1.5513,2.1332,195.0771,119.86,51.1937,88.26,8.4935,fav,neither,4.64,9.62,50.03,-36.51,68.39
upside_buy,2026-08-23T21:00:00,0,77647.7,30.443,7.0,21.0,0.0036,0.0007,0.4837,5.723,40.905,0.5646,5.9158,78.4979,405.17,23.9732,121.45,37.979,adv,fav,-36.89,-40.04,329.87,197.3,36.05
upside_buy,2026-08-24T00:55:00,0,77670.28,30.152,7.0,1.0,0.0024,0.0017,-0.1909,0.0871,45.74,0.4295,2.9194,181.3143,53.27,4.0027,769.72,59.468,adv,adv,-91.49,-120.23,-263.41,-434.18,-742.23
upside_buy,2026-08-24T02:10:00,0,77395.13,30.236,7.0,2.0,0.0031,0.0024,0.1493,1.6557,47.555,0.4058,2.8403,184.8007,153.57,21.0374,203.16,59.5564,fav,adv,27.56,54.53,27.99,13.55,-190.66
upside_buy,2026-08-24T05:10:00,0,77119.7,30.176,7.0,5.0,0.0024,0.0011,-0.3131,0.1901,49.93,0.8961,3.2272,146.0993,348.86,59.8578,277.92,21.3684,adv,adv,8.28,-99.6,-117.01,0.08,340.22
upside_buy,2026-08-24T06:10:00,0,77471.92,30.672,7.0,6.0,0.0025,0.0017,-0.2123,1.4017,48.865,0.0008,3.6258,172.8286,318.56,57.2223,255.34,24.7858,adv,adv,-100.22,-126.23,-112.09,-109.53,229.57
upside_buy,2026-08-24T07:10:00,0,77707.16,30.001,7.0,7.0,0.0025,,-0.2172,2.1989,48.495,0.6547,3.673,132.6093,-0.21,0.037,524.5,46.9073,adv,adv,-54.97,-127.66,-207.49,-364.18,-506.31
upside_buy,2026-08-24T11:30:00,0,78278.58,30.771,7.0,11.0,0.0039,0.0003,-0.0723,7.0716,51.185,0.1462,5.0265,170.9314,448.69,56.9975,331.03,40.8375,fav,fav,23.12,199.76,-102.02,-110.32,312.52
upside_buy,2026-08-24T12:45:00,0,78949.68,30.302,7.0,12.0,0.0031,0.0023,-0.155,11.2991,54.225,0.1287,3.823,261.2179,477.74,20.8463,1128.33,55.5627,fav,fav,243.6,223.05,146.05,45.51,-771.33
upside_buy,2026-08-24T13:55:00,0,78658.33,30.343,7.0,14.0,0.0028,0.0036,0.1034,1.427,55.965,2.318,2.5007,333.3007,1167.52,41.607,104.97,3.7625,fav,fav,166.56,49.37,570.2,677.31,820.5
upside_buy,2026-08-24T14:55:00,0,79485.35,30.223,7.0,15.0,0.0026,0.0003,0.0556,0.0,57.32,0.9403,2.5379,365.8429,509.94,31.6638,694.9,57.3992,fav,fav,-126.19,-62.46,88.52,316.32,-297.93
upside_buy,2026-08-24T17:05:00,0,79113.88,30.904,7.0,17.0,0.0041,-0.0063,0.4068,0.0377,61.45,2.824,1.9964,265.5236,74.97,2.1069,666.57,14.8572,adv,adv,39.79,-162.76,-589.01,-324.0,-252.3
upside_buy,2026-08-24T20:05:00,0,78771.22,30.596,7.0,20.0,0.0027,,-0.1809,0.0,68.18,1.7927,1.1837,194.1864,233.72,53.3638,177.73,5.2414,adv,fav,-64.03,-156.68,-78.58,170.22,204.26
upside_buy,2026-08-25T00:40:00,0,79434.71,30.094,7.0,0.0,0.005,0.0008,-0.0711,6.0586,64.82,-0.0596,4.5261,160.9729,540.35,18.4195,22.26,0.0785,fav,fav,188.8,137.65,279.67,151.07,293.89
upside_buy,2026-08-25T01:55:00,0,79828.05,30.483,7.0,2.0,0.0027,0.0019,-0.0958,0.0,65.81,0.6332,1.5529,237.7043,1439.44,42.0352,108.93,1.7514,fav,fav,-79.6,-9.82,22.48,1125.24,850.39
upside_buy,2026-08-25T12:10:00,0,79069.6,30.344,7.0,12.0,0.0032,0.0061,0.229,0.0,72.865,2.2445,2.265,182.1307,14.24,52.0159,457.3,10.8571,adv,adv,-61.51,-177.01,-257.84,-158.14,-272.42
